jurisdiction,vaccine,week,first_dose,second_dose
North Carolina,Moderna,2021-05-10,114600,114600
North Carolina,Moderna,2021-05-17,114640,114640
North Carolina,Moderna,2021-05-24,114640,114640
North Carolina,Moderna,2021-05-31,112140,112140
North Carolina,Pfizer,2020-12-14,85800,85800
North Carolina,Pfizer,2020-12-21,61425,61425
North Carolina,Pfizer,2020-12-28,78000,78000
North Carolina,Pfizer,2021-01-04,61425,61425
North Carolina,Pfizer,2021-01-11,61425,61425
North Carolina,Pfizer,2021-01-18,63375,63375
North Carolina,Pfizer,2021-01-25,63375,63375
North Carolina,Pfizer,2021-02-01,63375,63375
North Carolina,Pfizer,2021-02-08,63375,63375
North Carolina,Pfizer,2021-02-15,63375,63375
North Carolina,Pfizer,2021-02-22,100620,100620
North Carolina,Pfizer,2021-03-01,115830,115830
North Carolina,Pfizer,2021-03-08,126360,126360
North Carolina,Pfizer,2021-03-15,135720,135720
North Carolina,Pfizer,2021-03-22,138060,138060
North Carolina,Pfizer,2021-03-29,168480,168480
North Carolina,Pfizer,2021-04-05,138060,138060
North Carolina,Pfizer,2021-04-12,140400,140400
North Carolina,Pfizer,2021-04-19,150930,150930
North Carolina,Pfizer,2021-04-26,150930,150930
North Carolina,Pfizer,2021-05-03,150930,150930
North Carolina,Pfizer,2021-05-10,150930,150930
North Carolina,Pfizer,2021-05-17,150930,150930
North Carolina,Pfizer,2021-05-24,150930,150930
North Carolina,Pfizer,2021-05-31,149940,149940
North Dakota,Janssen,2021-03-01,6300,NA
North Dakota,Janssen,2021-03-15,900,NA
North Dakota,Janssen,2021-03-22,900,NA
North Dakota,Janssen,2021-03-29,4500,NA
North Dakota,Janssen,2021-04-05,11300,NA
North Dakota,Janssen,2021-04-12,1400,NA
North Dakota,Janssen,2021-05-03,1800,NA
North Dakota,Janssen,2021-05-10,1400,NA
North Dakota,Moderna,2020-12-21,13200,13200
North Dakota,Moderna,2020-12-28,4600,4600
North Dakota,Moderna,2021-01-04,4600,4600
North Dakota,Moderna,2021-01-11,4600,4600
North Dakota,Moderna,2021-01-18,4800,4800
North Dakota,Moderna,2021-01-25,4800,4800
North Dakota,Moderna,2021-02-01,6400,6400
North Dakota,Moderna,2021-02-08,6900,6900
North Dakota,Moderna,2021-02-15,7500,7500
North Dakota,Moderna,2021-02-22,7500,7500
North Dakota,Moderna,2021-03-01,7500,7500
North Dakota,Moderna,2021-03-08,7500,7500
North Dakota,Moderna,2021-03-15,7500,7500
North Dakota,Moderna,2021-03-22,7500,7500
North Dakota,Moderna,2021-03-29,7500,7500
North Dakota,Moderna,2021-04-05,7800,7800
North Dakota,Moderna,2021-04-12,7800,7800
North Dakota,Moderna,2021-04-19,8500,8500
North Dakota,Moderna,2021-04-26,8500,8500
North Dakota,Moderna,2021-05-03,8500,8500
North Dakota,Moderna,2021-05-10,8700,8700
North Dakota,Moderna,2021-05-17,8600,8600
North Dakota,Moderna,2021-05-24,8600,8600
North Dakota,Moderna,2021-05-31,8400,8400
North Dakota,Pfizer,2020-12-14,6825,6825
North Dakota,Pfizer,2020-12-21,4875,4875
North Dakota,Pfizer,2020-12-28,5850,5850
North Dakota,Pfizer,2021-01-04,4875,4875
North Dakota,Pfizer,2021-01-11,4875,4875
North Dakota,Pfizer,2021-01-18,4875,4875
North Dakota,Pfizer,2021-01-25,4875,4875
North Dakota,Pfizer,2021-02-01,4875,4875
North Dakota,Pfizer,2021-02-08,4875,4875
North Dakota,Pfizer,2021-02-15,4875,4875
North Dakota,Pfizer,2021-02-22,8190,8190
North Dakota,Pfizer,2021-03-01,9360,9360
North Dakota,Pfizer,2021-03-08,10530,10530
North Dakota,Pfizer,2021-03-15,10530,10530
North Dakota,Pfizer,2021-03-22,10530,10530
North Dakota,Pfizer,2021-03-29,12870,12870
North Dakota,Pfizer,2021-04-05,10530,10530
North Dakota,Pfizer,2021-04-12,10530,10530
North Dakota,Pfizer,2021-04-19,11700,11700
North Dakota,Pfizer,2021-04-26,11700,11700
North Dakota,Pfizer,2021-05-03,11700,11700
North Dakota,Pfizer,2021-05-10,11700,11700
North Dakota,Pfizer,2021-05-17,11700,11700
North Dakota,Pfizer,2021-05-24,11700,11700
North Dakota,Pfizer,2021-05-31,11520,11520
Ohio,Janssen,2021-03-01,96100,NA
Ohio,Janssen,2021-03-15,13200,NA
Ohio,Janssen,2021-03-22,13200,NA
Ohio,Janssen,2021-03-29,67400,NA
Ohio,Janssen,2021-04-05,171900,NA
Ohio,Janssen,2021-04-12,20300,NA
Ohio,Janssen,2021-05-03,26400,NA
Ohio,Janssen,2021-05-10,20300,NA
Ohio,Moderna,2020-12-21,201900,201900
Ohio,Moderna,2020-12-28,69700,69700
Ohio,Moderna,2021-01-04,69500,69500
Ohio,Moderna,2021-01-11,69700,69700
Ohio,Moderna,2021-01-18,73200,73200
Ohio,Moderna,2021-01-25,73200,73200
Ohio,Moderna,2021-02-01,96600,96600
Ohio,Moderna,2021-02-08,105600,105600
Ohio,Moderna,2021-02-15,114100,114100
Ohio,Moderna,2021-02-22,114100,114100
Ohio,Moderna,2021-03-01,114100,114100
Ohio,Moderna,2021-03-08,114100,114100
Ohio,Moderna,2021-03-15,114100,114100
Ohio,Moderna,2021-03-22,114100,114100
Ohio,Moderna,2021-03-29,114100,114100
Ohio,Moderna,2021-04-05,119300,119300
Ohio,Moderna,2021-04-12,119300,119300
Ohio,Moderna,2021-04-19,128600,128600
Ohio,Moderna,2021-04-26,128600,128600
Ohio,Moderna,2021-05-03,128600,128600
Ohio,Moderna,2021-05-10,131500,131500
Ohio,Moderna,2021-05-17,131560,131560
Ohio,Moderna,2021-05-24,131560,131560
Ohio,Moderna,2021-05-31,128660,128660
Ohio,Pfizer,2020-12-14,98475,98475
Ohio,Pfizer,2020-12-21,70200,70200
Ohio,Pfizer,2020-12-28,89700,89700
Ohio,Pfizer,2021-01-04,70200,70200
Ohio,Pfizer,2021-01-11,70200,70200
Ohio,Pfizer,2021-01-18,73125,73125
Ohio,Pfizer,2021-01-25,73125,73125
Ohio,Pfizer,2021-02-01,72150,72150
Ohio,Pfizer,2021-02-08,73125,73125
Ohio,Pfizer,2021-02-15,73125,73125
Ohio,Pfizer,2021-02-22,115830,115830
Ohio,Pfizer,2021-03-01,132210,132210
Ohio,Pfizer,2021-03-08,143910,143910
Ohio,Pfizer,2021-03-15,155610,155610
Ohio,Pfizer,2021-03-22,157950,157950
Ohio,Pfizer,2021-03-29,194220,194220
Ohio,Pfizer,2021-04-05,157950,157950
Ohio,Pfizer,2021-04-12,161460,161460
Ohio,Pfizer,2021-04-19,173160,173160
Ohio,Pfizer,2021-04-26,173160,173160
Ohio,Pfizer,2021-05-03,173160,173160
Ohio,Pfizer,2021-05-10,173160,173160
Ohio,Pfizer,2021-05-17,173160,173160
Ohio,Pfizer,2021-05-24,173160,173160
Ohio,Pfizer,2021-05-31,172530,172530
Oklahoma,Janssen,2021-03-01,31500,NA
Oklahoma,Janssen,2021-03-15,4400,NA
Oklahoma,Janssen,2021-03-22,4400,NA
Oklahoma,Janssen,2021-03-29,22200,NA
Oklahoma,Janssen,2021-04-05,56400,NA
Oklahoma,Janssen,2021-04-12,6700,NA
Oklahoma,Janssen,2021-05-03,8700,NA
Oklahoma,Janssen,2021-05-10,6700,NA
Oklahoma,Moderna,2020-12-21,66200,66200
Oklahoma,Moderna,2020-12-28,22900,22900
Oklahoma,Moderna,2021-01-04,22800,22800
Oklahoma,Moderna,2021-01-11,22900,22900
Oklahoma,Moderna,2021-01-18,24100,24100
Oklahoma,Moderna,2021-01-25,24100,24100
Oklahoma,Moderna,2021-02-01,31700,31700
Oklahoma,Moderna,2021-02-08,34700,34700
Oklahoma,Moderna,2021-02-15,37500,37500
Oklahoma,Moderna,2021-02-22,37500,37500
Oklahoma,Moderna,2021-03-01,37500,37500
Oklahoma,Moderna,2021-03-08,37500,37500
Oklahoma,Moderna,2021-03-15,37500,37500
Oklahoma,Moderna,2021-03-22,37500,37500
Oklahoma,Moderna,2021-03-29,37500,37500
Oklahoma,Moderna,2021-04-05,39200,39200
Oklahoma,Moderna,2021-04-12,39200,39200
Oklahoma,Moderna,2021-04-19,42200,42200
Oklahoma,Moderna,2021-04-26,42200,42200
Oklahoma,Moderna,2021-05-03,42200,42200
Oklahoma,Moderna,2021-05-10,43200,43200
Oklahoma,Moderna,2021-05-17,43280,43280
Oklahoma,Moderna,2021-05-24,43280,43280
Oklahoma,Moderna,2021-05-31,42280,42280
Oklahoma,Pfizer,2020-12-14,33150,33150
Oklahoma,Pfizer,2020-12-21,23400,23400
Oklahoma,Pfizer,2020-12-28,29250,29250
Oklahoma,Pfizer,2021-01-04,23400,23400
Oklahoma,Pfizer,2021-01-11,23400,23400
Oklahoma,Pfizer,2021-01-18,24375,24375
Oklahoma,Pfizer,2021-01-25,24375,24375
Oklahoma,Pfizer,2021-02-01,24375,24375
Oklahoma,Pfizer,2021-02-08,24375,24375
Oklahoma,Pfizer,2021-02-15,24375,24375
Oklahoma,Pfizer,2021-02-22,38610,38610
Oklahoma,Pfizer,2021-03-01,43290,43290
Oklahoma,Pfizer,2021-03-08,47970,47970
Oklahoma,Pfizer,2021-03-15,51480,51480
Oklahoma,Pfizer,2021-03-22,52650,52650
Oklahoma,Pfizer,2021-03-29,64350,64350
Oklahoma,Pfizer,2021-04-05,52650,52650
Oklahoma,Pfizer,2021-04-12,53820,53820
Oklahoma,Pfizer,2021-04-19,57330,57330
Oklahoma,Pfizer,2021-04-26,57330,57330
Oklahoma,Pfizer,2021-05-03,57330,57330
Oklahoma,Pfizer,2021-05-10,57330,57330
Oklahoma,Pfizer,2021-05-17,57330,57330
Oklahoma,Pfizer,2021-05-24,57330,57330
Oklahoma,Pfizer,2021-05-31,57600,57600
Oregon,Janssen,2021-03-01,34400,NA
Oregon,Janssen,2021-03-15,4800,NA
Oregon,Janssen,2021-03-22,4800,NA
Oregon,Janssen,2021-03-29,24200,NA
Oregon,Janssen,2021-04-05,61400,NA
Oregon,Janssen,2021-04-12,7300,NA
Oregon,Janssen,2021-05-03,9500,NA
Oregon,Janssen,2021-05-10,7300,NA
Oregon,Moderna,2020-12-21,72100,72100
Oregon,Moderna,2020-12-28,25000,25000
Oregon,Moderna,2021-01-04,24800,24800
Oregon,Moderna,2021-01-11,25000,25000
Oregon,Moderna,2021-01-18,26200,26200
Oregon,Moderna,2021-01-25,26200,26200
Oregon,Moderna,2021-02-01,34600,34600
Oregon,Moderna,2021-02-08,37800,37800
Oregon,Moderna,2021-02-15,40800,40800
Oregon,Moderna,2021-02-22,40800,40800
Oregon,Moderna,2021-03-01,40800,40800
Oregon,Moderna,2021-03-08,40800,40800
Oregon,Moderna,2021-03-15,40800,40800
Oregon,Moderna,2021-03-22,40800,40800
Oregon,Moderna,2021-03-29,40800,40800
Oregon,Moderna,2021-04-05,42700,42700
Oregon,Moderna,2021-04-12,42700,42700
Oregon,Moderna,2021-04-19,46000,46000
Oregon,Moderna,2021-04-26,46000,46000
Oregon,Moderna,2021-05-03,46000,46000
Oregon,Moderna,2021-05-10,47100,47100
Oregon,Moderna,2021-05-17,47160,47160
Oregon,Moderna,2021-05-24,47160,47160
Oregon,Moderna,2021-05-31,46060,46060
Oregon,Pfizer,2020-12-14,35100,35100
Oregon,Pfizer,2020-12-21,25350,25350
Oregon,Pfizer,2020-12-28,32175,32175
Oregon,Pfizer,2021-01-04,25350,25350
Oregon,Pfizer,2021-01-11,25350,25350
Oregon,Pfizer,2021-01-18,26325,26325
Oregon,Pfizer,2021-01-25,26325,26325
Oregon,Pfizer,2021-02-01,26325,26325
Oregon,Pfizer,2021-02-08,26325,26325
Oregon,Pfizer,2021-02-15,26325,26325
Oregon,Pfizer,2021-02-22,42120,42120
Oregon,Pfizer,2021-03-01,47970,47970
Oregon,Pfizer,2021-03-08,51480,51480
Oregon,Pfizer,2021-03-15,56160,56160
Oregon,Pfizer,2021-03-22,57330,57330
Oregon,Pfizer,2021-03-29,70200,70200
Oregon,Pfizer,2021-04-05,57330,57330
Oregon,Pfizer,2021-04-12,58500,58500
Oregon,Pfizer,2021-04-19,62010,62010
Oregon,Pfizer,2021-04-26,62010,62010
Oregon,Pfizer,2021-05-03,62010,62010
Oregon,Pfizer,2021-05-10,62010,62010
Oregon,Pfizer,2021-05-17,62010,62010
Oregon,Pfizer,2021-05-24,62010,62010
Oregon,Pfizer,2021-05-31,62190,62190
Palau,Janssen,2021-03-01,200,NA
Palau,Janssen,2021-03-15,100,NA
Palau,Janssen,2021-03-22,100,NA
Palau,Janssen,2021-03-29,200,NA
Palau,Janssen,2021-04-05,3200,NA
Palau,Janssen,2021-04-12,0,NA
Palau,Janssen,2021-05-03,0,NA
Palau,Janssen,2021-05-10,0,NA
Palau,Moderna,2020-12-21,2800,0
Palau,Moderna,2020-12-28,0,0
Palau,Moderna,2021-01-04,3200,0
Palau,Moderna,2021-01-11,0,0
Palau,Moderna,2021-01-18,0,0
Palau,Moderna,2021-01-25,0,0
Palau,Moderna,2021-02-01,2800,0
Palau,Moderna,2021-02-08,0,0
Palau,Moderna,2021-02-15,0,0
Palau,Moderna,2021-02-22,0,0
Palau,Moderna,2021-03-01,5400,0
Palau,Moderna,2021-03-08,0,0
Palau,Moderna,2021-03-15,0,0
Palau,Moderna,2021-03-22,0,0
Palau,Moderna,2021-03-29,6200,0
Palau,Moderna,2021-04-05,0,0
Palau,Moderna,2021-04-12,0,0
Palau,Moderna,2021-04-19,0,0
Palau,Moderna,2021-04-26,0,0
Palau,Moderna,2021-05-03,0,0
Palau,Moderna,2021-05-10,0,0
Palau,Moderna,2021-05-17,0,0
Palau,Moderna,2021-05-24,0,0
Palau,Moderna,2021-05-31,0,0
Palau,Pfizer,2020-12-14,0,0
Palau,Pfizer,2020-12-21,0,0
Palau,Pfizer,2020-12-28,0,0
Palau,Pfizer,2021-01-04,0,0
Palau,Pfizer,2021-01-11,0,0
Palau,Pfizer,2021-01-18,0,0
Palau,Pfizer,2021-01-25,0,0
Palau,Pfizer,2021-02-01,0,0
Palau,Pfizer,2021-02-08,0,0
Palau,Pfizer,2021-02-15,0,0
Palau,Pfizer,2021-02-22,0,0
Palau,Pfizer,2021-03-01,0,0
Palau,Pfizer,2021-03-08,0,0
Palau,Pfizer,2021-03-15,0,0
Palau,Pfizer,2021-03-22,0,0
Palau,Pfizer,2021-03-29,0,0
Palau,Pfizer,2021-04-05,0,0
Palau,Pfizer,2021-04-12,0,0
Palau,Pfizer,2021-04-19,0,0
Palau,Pfizer,2021-04-26,0,0
Palau,Pfizer,2021-05-03,0,0
Palau,Pfizer,2021-05-10,0,0
Palau,Pfizer,2021-05-17,0,0
Palau,Pfizer,2021-05-24,0,0
Palau,Pfizer,2021-05-31,0,0
Pennsylvania,Janssen,2021-03-01,94600,NA
Pennsylvania,Janssen,2021-03-15,13000,NA
Pennsylvania,Janssen,2021-03-22,13000,NA
Pennsylvania,Janssen,2021-03-29,66400,NA
Pennsylvania,Janssen,2021-04-05,169200,NA
Pennsylvania,Janssen,2021-04-12,20000,NA
Pennsylvania,Janssen,2021-05-03,26000,NA
Pennsylvania,Janssen,2021-05-10,20000,NA
Pennsylvania,Moderna,2020-12-21,198800,198800
Pennsylvania,Moderna,2020-12-28,68700,68700
Pennsylvania,Moderna,2021-01-04,68400,68400
Pennsylvania,Moderna,2021-01-11,68700,68700
Pennsylvania,Moderna,2021-01-18,72100,72100
Pennsylvania,Moderna,2021-01-25,72100,72100
Pennsylvania,Moderna,2021-02-01,95200,95200
Pennsylvania,Moderna,2021-02-08,104000,104000
Pennsylvania,Moderna,2021-02-15,112400,112400
Pennsylvania,Moderna,2021-02-22,112400,112400
Pennsylvania,Moderna,2021-03-01,112400,112400
Pennsylvania,Moderna,2021-03-08,112400,112400
Pennsylvania,Moderna,2021-03-15,112400,112400
Pennsylvania,Moderna,2021-03-22,112400,112400
Pennsylvania,Moderna,2021-03-29,112400,112400
Pennsylvania,Moderna,2021-04-05,117500,117500
Pennsylvania,Moderna,2021-04-12,117500,117500
Pennsylvania,Moderna,2021-04-19,126700,126700
Pennsylvania,Moderna,2021-04-26,126700,126700
Pennsylvania,Moderna,2021-05-03,126700,126700
Pennsylvania,Moderna,2021-05-10,129500,129500
Pennsylvania,Moderna,2021-05-17,129600,129600
Pennsylvania,Moderna,2021-05-24,129600,129600
Pennsylvania,Moderna,2021-05-31,126700,126700
Pennsylvania,Pfizer,2020-12-14,97500,97500
Pennsylvania,Pfizer,2020-12-21,69225,69225
Pennsylvania,Pfizer,2020-12-28,88725,88725
Pennsylvania,Pfizer,2021-01-04,69225,69225
Pennsylvania,Pfizer,2021-01-11,69225,69225
Pennsylvania,Pfizer,2021-01-18,71175,71175
Pennsylvania,Pfizer,2021-01-25,71175,71175
Pennsylvania,Pfizer,2021-02-01,71175,71175
Pennsylvania,Pfizer,2021-02-08,71175,71175
Pennsylvania,Pfizer,2021-02-15,71175,71175
Pennsylvania,Pfizer,2021-02-22,113490,113490
Pennsylvania,Pfizer,2021-03-01,129870,129870
Pennsylvania,Pfizer,2021-03-08,141570,141570
Pennsylvania,Pfizer,2021-03-15,153270,153270
Pennsylvania,Pfizer,2021-03-22,155610,155610
Pennsylvania,Pfizer,2021-03-29,190710,190710
Pennsylvania,Pfizer,2021-04-05,155610,155610
Pennsylvania,Pfizer,2021-04-12,159120,159120
Pennsylvania,Pfizer,2021-04-19,170820,170820
Pennsylvania,Pfizer,2021-04-26,170820,170820
Pennsylvania,Pfizer,2021-05-03,170820,170820
Pennsylvania,Pfizer,2021-05-10,170820,170820
Pennsylvania,Pfizer,2021-05-17,170820,170820
Pennsylvania,Pfizer,2021-05-24,170820,170820
Pennsylvania,Pfizer,2021-05-31,170460,170460
Philadelphia,Janssen,2021-03-01,13100,NA
Philadelphia,Janssen,2021-03-15,1800,NA
Philadelphia,Janssen,2021-03-22,1800,NA
Philadelphia,Janssen,2021-03-29,9200,NA
Philadelphia,Janssen,2021-04-05,23500,NA
Philadelphia,Janssen,2021-04-12,2800,NA
Philadelphia,Janssen,2021-05-03,3600,NA
Philadelphia,Janssen,2021-05-10,2800,NA
Philadelphia,Moderna,2020-12-21,27600,27600
Philadelphia,Moderna,2020-12-28,9500,9500
Philadelphia,Moderna,2021-01-04,9500,9500
Philadelphia,Moderna,2021-01-11,9500,9500
Philadelphia,Moderna,2021-01-18,10000,10000
Philadelphia,Moderna,2021-01-25,10000,10000
Philadelphia,Moderna,2021-02-01,13200,13200
Philadelphia,Moderna,2021-02-08,14400,14400
Philadelphia,Moderna,2021-02-15,15600,15600
Philadelphia,Moderna,2021-02-22,15600,15600
Philadelphia,Moderna,2021-03-01,15600,15600
Philadelphia,Moderna,2021-03-08,15600,15600
Philadelphia,Moderna,2021-03-15,15600,15600
Philadelphia,Moderna,2021-03-22,15600,15600
Philadelphia,Moderna,2021-03-29,15600,15600
Philadelphia,Moderna,2021-04-05,16300,16300
Philadelphia,Moderna,2021-04-12,16300,16300
Philadelphia,Moderna,2021-04-19,17600,17600
Philadelphia,Moderna,2021-04-26,17600,17600
Philadelphia,Moderna,2021-05-03,17600,17600
Philadelphia,Moderna,2021-05-10,18000,18000
Philadelphia,Moderna,2021-05-17,18040,18040
Philadelphia,Moderna,2021-05-24,18040,18040
Philadelphia,Moderna,2021-05-31,17640,17640
Philadelphia,Pfizer,2020-12-14,13650,13650
Philadelphia,Pfizer,2020-12-21,9750,9750
Philadelphia,Pfizer,2020-12-28,12675,12675
Philadelphia,Pfizer,2021-01-04,9750,9750
Philadelphia,Pfizer,2021-01-11,9750,9750
Philadelphia,Pfizer,2021-01-18,10725,10725
Philadelphia,Pfizer,2021-01-25,10725,10725
Philadelphia,Pfizer,2021-02-01,10725,10725
Philadelphia,Pfizer,2021-02-08,10725,10725
Philadelphia,Pfizer,2021-02-15,10725,10725
Philadelphia,Pfizer,2021-02-22,16380,16380
Philadelphia,Pfizer,2021-03-01,18720,18720
Philadelphia,Pfizer,2021-03-08,19890,19890
Philadelphia,Pfizer,2021-03-15,22230,22230
Philadelphia,Pfizer,2021-03-22,22230,22230
Philadelphia,Pfizer,2021-03-29,26910,26910
Philadelphia,Pfizer,2021-04-05,22230,22230
Philadelphia,Pfizer,2021-04-12,22230,22230
Philadelphia,Pfizer,2021-04-19,24570,24570
Philadelphia,Pfizer,2021-04-26,24570,24570
Philadelphia,Pfizer,2021-05-03,24570,24570
Philadelphia,Pfizer,2021-05-10,24570,24570
Philadelphia,Pfizer,2021-05-17,24570,24570
Philadelphia,Pfizer,2021-05-24,24570,24570
Philadelphia,Pfizer,2021-05-31,24660,24660
Puerto Rico,Janssen,2021-03-01,28800,NA
Puerto Rico,Janssen,2021-03-15,4000,NA
Puerto Rico,Janssen,2021-03-22,4000,NA
Puerto Rico,Janssen,2021-03-29,20300,NA
Puerto Rico,Janssen,2021-04-05,51400,NA
Puerto Rico,Janssen,2021-04-12,6100,NA
Puerto Rico,Janssen,2021-05-03,7900,NA
Puerto Rico,Janssen,2021-05-10,6100,NA
Puerto Rico,Moderna,2020-12-21,60400,60400
Puerto Rico,Moderna,2020-12-28,20900,20900
Puerto Rico,Moderna,2021-01-04,20800,20800
Puerto Rico,Moderna,2021-01-11,20900,20900
Puerto Rico,Moderna,2021-01-18,21900,21900
Puerto Rico,Moderna,2021-01-25,21900,21900
Puerto Rico,Moderna,2021-02-01,28900,28900
Puerto Rico,Moderna,2021-02-08,31600,31600
Puerto Rico,Moderna,2021-02-15,34200,34200
Puerto Rico,Moderna,2021-02-22,34200,34200
Puerto Rico,Moderna,2021-03-01,34200,34200
Puerto Rico,Moderna,2021-03-08,34200,34200
Puerto Rico,Moderna,2021-03-15,34200,34200
Puerto Rico,Moderna,2021-03-22,34200,34200
Puerto Rico,Moderna,2021-03-29,34200,34200
Puerto Rico,Moderna,2021-04-05,35700,35700
Puerto Rico,Moderna,2021-04-12,35700,35700
Puerto Rico,Moderna,2021-04-19,38500,38500
Puerto Rico,Moderna,2021-04-26,38500,38500
Puerto Rico,Moderna,2021-05-03,38500,38500
Puerto Rico,Moderna,2021-05-10,39400,39400
Puerto Rico,Moderna,2021-05-17,39400,39400
Puerto Rico,Moderna,2021-05-24,39400,39400
Puerto Rico,Moderna,2021-05-31,38500,38500
Puerto Rico,Pfizer,2020-12-14,30225,30225
Puerto Rico,Pfizer,2020-12-21,21450,21450
Puerto Rico,Pfizer,2020-12-28,27300,27300
Puerto Rico,Pfizer,2021-01-04,21450,21450
Puerto Rico,Pfizer,2021-01-11,21450,21450
Puerto Rico,Pfizer,2021-01-18,22425,22425
Puerto Rico,Pfizer,2021-01-25,22425,22425
Puerto Rico,Pfizer,2021-02-01,22425,22425
Puerto Rico,Pfizer,2021-02-08,22425,22425
Puerto Rico,Pfizer,2021-02-15,22425,22425
Puerto Rico,Pfizer,2021-02-22,35100,35100
Puerto Rico,Pfizer,2021-03-01,39780,39780
Puerto Rico,Pfizer,2021-03-08,43290,43290
Puerto Rico,Pfizer,2021-03-15,46800,46800
Puerto Rico,Pfizer,2021-03-22,47970,47970
Puerto Rico,Pfizer,2021-03-29,58500,58500
Puerto Rico,Pfizer,2021-04-05,47970,47970
Puerto Rico,Pfizer,2021-04-12,49140,49140
Puerto Rico,Pfizer,2021-04-19,52650,52650
Puerto Rico,Pfizer,2021-04-26,52650,52650
Puerto Rico,Pfizer,2021-05-03,52650,52650
Puerto Rico,Pfizer,2021-05-10,52650,52650
Puerto Rico,Pfizer,2021-05-17,52650,52650
Puerto Rico,Pfizer,2021-05-24,52650,52650
Puerto Rico,Pfizer,2021-05-31,52290,52290
Rhode Island,Janssen,2021-03-01,9100,NA
Rhode Island,Janssen,2021-03-15,1300,NA
Rhode Island,Janssen,2021-03-22,1300,NA
Rhode Island,Janssen,2021-03-29,6400,NA
Rhode Island,Janssen,2021-04-05,16200,NA
Rhode Island,Janssen,2021-04-12,2000,NA
Rhode Island,Janssen,2021-05-03,2500,NA
Rhode Island,Janssen,2021-05-10,2000,NA
Rhode Island,Moderna,2020-12-21,19000,19000
Rhode Island,Moderna,2020-12-28,6600,6600
Rhode Island,Moderna,2021-01-04,6600,6600
Rhode Island,Moderna,2021-01-11,6600,6600
Rhode Island,Moderna,2021-01-18,6900,6900
Rhode Island,Moderna,2021-01-25,6900,6900
Rhode Island,Moderna,2021-02-01,9100,9100
Rhode Island,Moderna,2021-02-08,10000,10000
Rhode Island,Moderna,2021-02-15,10800,10800
Rhode Island,Moderna,2021-02-22,10800,10800
Rhode Island,Moderna,2021-03-01,10800,10800
Rhode Island,Moderna,2021-03-08,10800,10800
Rhode Island,Moderna,2021-03-15,10800,10800
Rhode Island,Moderna,2021-03-22,10800,10800
Rhode Island,Moderna,2021-03-29,10800,10800
Rhode Island,Moderna,2021-04-05,11300,11300
Rhode Island,Moderna,2021-04-12,11300,11300
Rhode Island,Moderna,2021-04-19,12100,12100
Rhode Island,Moderna,2021-04-26,12100,12100
Rhode Island,Moderna,2021-05-03,12100,12100
Rhode Island,Moderna,2021-05-10,12400,12400
Rhode Island,Moderna,2021-05-17,12480,12480
Rhode Island,Moderna,2021-05-24,12480,12480
Rhode Island,Moderna,2021-05-31,12180,12180
Rhode Island,Pfizer,2020-12-14,9750,9750
Rhode Island,Pfizer,2020-12-21,6825,6825
Rhode Island,Pfizer,2020-12-28,8775,8775
Rhode Island,Pfizer,2021-01-04,6825,6825
Rhode Island,Pfizer,2021-01-11,6825,6825
Rhode Island,Pfizer,2021-01-18,6825,6825
Rhode Island,Pfizer,2021-01-25,6825,6825
Rhode Island,Pfizer,2021-02-01,6825,6825
Rhode Island,Pfizer,2021-02-08,6825,6825
Rhode Island,Pfizer,2021-02-15,6825,6825
Rhode Island,Pfizer,2021-02-22,11700,11700
Rhode Island,Pfizer,2021-03-01,12870,12870
Rhode Island,Pfizer,2021-03-08,14040,14040
Rhode Island,Pfizer,2021-03-15,15210,15210
Rhode Island,Pfizer,2021-03-22,15210,15210
Rhode Island,Pfizer,2021-03-29,18720,18720
Rhode Island,Pfizer,2021-04-05,15210,15210
Rhode Island,Pfizer,2021-04-12,15210,15210
Rhode Island,Pfizer,2021-04-19,16380,16380
Rhode Island,Pfizer,2021-04-26,16380,16380
Rhode Island,Pfizer,2021-05-03,16380,16380
Rhode Island,Pfizer,2021-05-10,16380,16380
Rhode Island,Pfizer,2021-05-17,16380,16380
Rhode Island,Pfizer,2021-05-24,16380,16380
Rhode Island,Pfizer,2021-05-31,17280,17280
South Carolina,Janssen,2021-03-01,41100,NA
South Carolina,Janssen,2021-03-15,5700,NA
South Carolina,Janssen,2021-03-22,5700,NA
South Carolina,Janssen,2021-03-29,28900,NA
South Carolina,Janssen,2021-04-05,73500,NA
South Carolina,Janssen,2021-04-12,8700,NA
South Carolina,Janssen,2021-05-03,11300,NA
South Carolina,Janssen,2021-05-10,8700,NA
South Carolina,Moderna,2020-12-21,86400,86400
South Carolina,Moderna,2020-12-28,29900,29900
South Carolina,Moderna,2021-01-04,29700,29700
South Carolina,Moderna,2021-01-11,29900,29900
South Carolina,Moderna,2021-01-18,31400,31400
South Carolina,Moderna,2021-01-25,31400,31400
South Carolina,Moderna,2021-02-01,41400,41400
South Carolina,Moderna,2021-02-08,45200,45200
South Carolina,Moderna,2021-02-15,48800,48800
South Carolina,Moderna,2021-02-22,48800,48800
South Carolina,Moderna,2021-03-01,48800,48800
South Carolina,Moderna,2021-03-08,48800,48800
South Carolina,Moderna,2021-03-15,48800,48800
South Carolina,Moderna,2021-03-22,48800,48800
South Carolina,Moderna,2021-03-29,48800,48800
South Carolina,Moderna,2021-04-05,51000,51000
South Carolina,Moderna,2021-04-12,51000,51000
South Carolina,Moderna,2021-04-19,55000,55000
South Carolina,Moderna,2021-04-26,55000,55000
